class,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
aberta,0.0,0.0,-0.05770516395568848,-0.03365212678909302,-0.0960092544555664,-0.11448824405670166,-0.1261916160583496,-0.1906365156173706,-0.16785889863967896,-0.23199957609176636,-0.062480270862579346,-0.3022620379924774,-0.07769745588302612,-0.41874584555625916,-0.08299005031585693,-0.491748571395874,-0.08312571048736572,-0.5576775074005127,-0.019329428672790527,-0.3204387426376343,-0.020390808582305908,-0.45118248462677,-0.019175231456756592,-0.531900554895401,-0.01691722869873047,-0.6012474000453949,0.020047247409820557,-0.30519163608551025,0.02710866928100586,-0.42736801505088806,0.02992457151412964,-0.5004744529724121,0.03087681531906128,-0.5671502947807312,0.056231141090393066,-0.2665289640426636,0.07854211330413818,-0.35518878698349,0.0925377607345581,-0.4121374487876892,0.10373878479003906,-0.4690111577510834
aberta,0.0,0.0,-0.059000492095947266,-0.03283107280731201,-0.09911072254180908,-0.11145508289337158,-0.13093161582946777,-0.18342185020446777,-0.17085981369018555,-0.22470521926879883,-0.0645439624786377,-0.30093008279800415,-0.08182871341705322,-0.4176129996776581,-0.0883987545967102,-0.4930713176727295,-0.08945775032043457,-0.5595892369747162,-0.021162986755371094,-0.3216569423675537,-0.02281641960144043,-0.4533683657646179,-0.020409047603607178,-0.5347782969474792,-0.01681894063949585,-0.6040313243865967,0.01840883493423462,-0.3086555600166321,0.024321019649505615,-0.4323744475841522,0.02831125259399414,-0.5078914761543274,0.030409574508666992,-0.577143669128418,0.05593067407608032,-0.27229082584381104,0.0797697901725769,-0.3619498014450073,0.09639191627502441,-0.42069011926651,0.10981082916259766,-0.47963815927505493
aberta,0.0,0.0,-0.0572546124458313,-0.028904199600219727,-0.09895557165145874,-0.10385560989379883,-0.1361185908317566,-0.1705823540687561,-0.180547297000885,-0.21061307191848755,-0.06220221519470215,-0.2987220287322998,-0.07827705144882202,-0.41507983207702637,-0.0860399603843689,-0.48878031969070435,-0.088986337184906,-0.5542166531085968,-0.016424119472503662,-0.3188243508338928,-0.017873644828796387,-0.45288681983947754,-0.01697242259979248,-0.5349957644939423,-0.015681922435760498,-0.6053267121315002,0.026287734508514404,-0.3030393719673157,0.03261756896972656,-0.43017780780792236,0.03695845603942871,-0.5078574419021606,0.03902357816696167,-0.5797711312770844,0.06643205881118774,-0.2610117793083191,0.09347015619277954,-0.35218238830566406,0.11137598752975464,-0.41246432065963745,0.12526309490203857,-0.4726678729057312
aberta,0.0,0.0,-0.06452244520187378,-0.03380906581878662,-0.11179077625274658,-0.11439341306686401,-0.15007388591766357,-0.1839587688446045,-0.19355648756027222,-0.21917110681533813,-0.07645082473754883,-0.30088144540786743,-0.0947381854057312,-0.41642338037490845,-0.10297459363937378,-0.48751145601272583,-0.10716670751571655,-0.5501447916030884,-0.030923008918762207,-0.3204185366630554,-0.03680318593978882,-0.4530116319656372,-0.03785586357116699,-0.533563882112503,-0.038411498069763184,-0.6012619733810425,0.012676358222961426,-0.3081052303314209,0.015796422958374023,-0.43371522426605225,0.016997694969177246,-0.5103538334369659,0.016568660736083984,-0.5799748301506042,0.054886043071746826,-0.27207285165786743,0.0784074068069458,-0.3654160499572754,0.09363341331481934,-0.42890867590904236,0.10504990816116333,-0.49098214507102966
aberta,0.0,0.0,-0.06616395711898804,-0.032419800758361816,-0.11585372686386108,-0.11409193277359009,-0.15580958127975464,-0.18224221467971802,-0.20178258419036865,-0.21400296688079834,-0.08377945423126221,-0.3048362135887146,-0.10459858179092407,-0.41824862360954285,-0.11433064937591553,-0.48761874437332153,-0.12007349729537964,-0.5493826568126678,-0.03839689493179321,-0.3277842104434967,-0.04579818248748779,-0.45954614877700806,-0.04727613925933838,-0.5371508896350861,-0.048281192779541016,-0.604936271905899,0.0058234333992004395,-0.3180750012397766,0.005982339382171631,-0.442277729511261,0.005197703838348389,-0.5177893340587616,0.002882719039916992,-0.5887338221073151,0.04893672466278076,-0.28456389904022217,0.06969207525253296,-0.3815639615058899,0.083132803440094,-0.44667816162109375,0.09258270263671875,-0.5117619037628174
aberta,0.0,0.0,-0.06536775827407837,-0.02440166473388672,-0.11740344762802124,-0.10178607702255249,-0.15950125455856323,-0.17071813344955444,-0.2058284878730774,-0.20399123430252075,-0.09074002504348755,-0.30081284046173096,-0.1139724850654602,-0.41349631547927856,-0.12491023540496826,-0.48248422145843506,-0.13080066442489624,-0.5452969074249268,-0.04579585790634155,-0.32972338795661926,-0.056088149547576904,-0.4620252251625061,-0.05953305959701538,-0.539328008890152,-0.06134694814682007,-0.6057281196117401,-0.0015121102333068848,-0.32310745120048523,-0.0038657784461975098,-0.4496012330055237,-0.00600355863571167,-0.524524450302124,-0.009010732173919678,-0.5945006608963013,0.04183989763259888,-0.29099711775779724,0.0600743293762207,-0.38775762915611267,0.07189124822616577,-0.4526936411857605,0.08052647113800049,-0.5176442265510559
aberta,0.0,0.0,-0.06549012660980225,-0.02244490385055542,-0.11871814727783203,-0.10016411542892456,-0.16263097524642944,-0.16668671369552612,-0.2098064422607422,-0.1963789463043213,-0.09286713600158691,-0.29627737402915955,-0.11846029758453369,-0.4047027826309204,-0.13084793090820312,-0.47091376781463623,-0.1381319761276245,-0.5313572585582733,-0.04986029863357544,-0.3251136243343353,-0.06289660930633545,-0.45511236786842346,-0.06883156299591064,-0.5323540568351746,-0.07307100296020508,-0.5962909758090973,-0.006857037544250488,-0.32077375054359436,-0.012262344360351562,-0.44412654638290405,-0.016931354999542236,-0.5188988447189331,-0.022502899169921875,-0.5874022543430328,0.035687386989593506,-0.2927543818950653,0.052237629890441895,-0.39235424995422363,0.06270021200180054,-0.4599631130695343,0.06977534294128418,-0.5262277126312256
aberta,0.0,0.0,-0.06630730628967285,-0.018882811069488525,-0.12186437845230103,-0.09369117021560669,-0.16811209917068481,-0.1590186357498169,-0.21482545137405396,-0.18756896257400513,-0.0991392731666565,-0.2905309498310089,-0.12557870149612427,-0.3961372971534729,-0.13877522945404053,-0.46152159571647644,-0.14701038599014282,-0.5212315618991852,-0.056559622287750244,-0.32082247734069824,-0.07138341665267944,-0.44797325134277344,-0.07838821411132812,-0.5236978828907013,-0.08357346057891846,-0.5874687433242798,-0.013203203678131104,-0.3177913725376129,-0.020597219467163086,-0.44168972969055176,-0.02606743574142456,-0.5162535607814789,-0.03219723701477051,-0.5848132073879242,0.029774606227874756,-0.29072004556655884,0.04340183734893799,-0.38989686965942383,0.05221825838088989,-0.4577867090702057,0.05823338031768799,-0.5252982676029205
aberta,0.0,0.0,-0.06551742553710938,-0.01994037628173828,-0.1209825873374939,-0.09088790416717529,-0.1666349172592163,-0.15159714221954346,-0.20997411012649536,-0.17922747135162354,-0.09769552946090698,-0.2874482274055481,-0.12452948093414307,-0.3905853033065796,-0.13876789808273315,-0.45349013805389404,-0.14870575070381165,-0.5111127197742462,-0.05643504858016968,-0.3182739317417145,-0.07183808088302612,-0.444046288728714,-0.0799487829208374,-0.5182360112667084,-0.08673858642578125,-0.5806382298469543,-0.014458835124969482,-0.31621411442756653,-0.022933483123779297,-0.43944114446640015,-0.029536306858062744,-0.5127514898777008,-0.03712153434753418,-0.5800701975822449,0.027323901653289795,-0.2900974154472351,0.041088998317718506,-0.3886333703994751,0.049639880657196045,-0.457176148891449,0.05515718460083008,-0.5247196853160858
aberta,0.0,0.0,-0.06645750999450684,-0.01669412851333618,-0.12456309795379639,-0.0910906195640564,-0.17163652181625366,-0.15359991788864136,-0.21810990571975708,-0.17122095823287964,-0.10239583253860474,-0.289753258228302,-0.12989482283592224,-0.39169955253601074,-0.14520969986915588,-0.4536116123199463,-0.15654179453849792,-0.5095075368881226,-0.06143707036972046,-0.3213173747062683,-0.0775599479675293,-0.4461420178413391,-0.08635342121124268,-0.5211002826690674,-0.09412288665771484,-0.5839800834655762,-0.019690871238708496,-0.32059624791145325,-0.028096914291381836,-0.4423670768737793,-0.03505730628967285,-0.5130367279052734,-0.04380077123641968,-0.576500654220581,0.021088361740112305,-0.2966335713863373,0.032831013202667236,-0.3953671455383301,0.04011034965515137,-0.46056410670280457,0.04445970058441162,-0.5234491229057312
aberta,0.0,0.0,-0.06595182418823242,-0.014495849609375,-0.12553617358207703,-0.08416122198104858,-0.17436733841896057,-0.1396610140800476,-0.22202998399734497,-0.15936535596847534,-0.10461226105690002,-0.28664615750312805,-0.13155782222747803,-0.3878416419029236,-0.14780551195144653,-0.44698023796081543,-0.16108253598213196,-0.500327467918396,-0.06461596488952637,-0.31801000237464905,-0.08200609683990479,-0.443276971578598,-0.09220975637435913,-0.5184189975261688,-0.10124790668487549,-0.5801116526126862,-0.02324676513671875,-0.31729811429977417,-0.033059537410736084,-0.44038015604019165,-0.040310800075531006,-0.5105903744697571,-0.04973936080932617,-0.5733638405799866,0.017605602741241455,-0.29268878698349,0.027895033359527588,-0.392663836479187,0.03441745042800903,-0.45920300483703613,0.037736713886260986,-0.5233081579208374
aberta,0.0,0.0,-0.06710869073867798,-0.017516672611236572,-0.12958601117134094,-0.08644014596939087,-0.17932182550430298,-0.13442128896713257,-0.22614312171936035,-0.14908671379089355,-0.11030378937721252,-0.28745269775390625,-0.14000403881072998,-0.39055514335632324,-0.15712928771972656,-0.44934266805648804,-0.171195387840271,-0.5030557811260223,-0.06963843107223511,-0.3205423653125763,-0.08735120296478271,-0.44669830799102783,-0.09800797700881958,-0.521288126707077,-0.10804438591003418,-0.5813089311122894,-0.027455389499664307,-0.321588933467865,-0.03767269849777222,-0.4430868625640869,-0.04691946506500244,-0.514089435338974,-0.05879086256027222,-0.577631413936615,0.01407700777053833,-0.30000609159469604,0.021084070205688477,-0.40225327014923096,0.02477407455444336,-0.46966373920440674,0.02489781379699707,-0.5347088575363159
aberta,0.0,0.0,-0.06962764263153076,-0.014299511909484863,-0.13319343328475952,-0.07971984148025513,-0.18361538648605347,-0.12824654579162598,-0.2292354702949524,-0.14773064851760864,-0.1120261549949646,-0.28023141622543335,-0.14389222860336304,-0.38376569747924805,-0.162382572889328,-0.44159868359565735,-0.17784178256988525,-0.49452948570251465,-0.07264363765716553,-0.31661224365234375,-0.0935746431350708,-0.44291526079177856,-0.10614374279975891,-0.5188822448253632,-0.11724060773849487,-0.5810337066650391,-0.03080826997756958,-0.32084912061691284,-0.042577505111694336,-0.44462835788726807,-0.053243279457092285,-0.5152995884418488,-0.06597670912742615,-0.5791481733322144,0.011539041996002197,-0.301146000623703,0.019023478031158447,-0.40259432792663574,0.02224820852279663,-0.46904848515987396,0.02197211980819702,-0.533947616815567
aberta,0.0,0.0,-0.07124537229537964,-0.012379944324493408,-0.1358361542224884,-0.07918524742126465,-0.18645256757736206,-0.12814998626708984,-0.23208385705947876,-0.1467374563217163,-0.11370518803596497,-0.278905987739563,-0.1458875834941864,-0.3834303617477417,-0.16436421871185303,-0.4432925879955292,-0.17920979857444763,-0.4979502558708191,-0.07373499870300293,-0.3148490786552429,-0.0951097309589386,-0.442332923412323,-0.10792797803878784,-0.5203889608383179,-0.11894679069519043,-0.5831301808357239,-0.03168278932571411,-0.31954795122146606,-0.0434262752532959,-0.44318896532058716,-0.05416363477706909,-0.5149863660335541,-0.06698134541511536,-0.5797958970069885,0.010616481304168701,-0.300866037607193,0.017345964908599854,-0.4028257429599762,0.020298540592193604,-0.46998338401317596,0.01982283592224121,-0.5360208749771118
aberta,0.0,0.0,-0.08036398887634277,-0.004579782485961914,-0.149522602558136,-0.07484787702560425,-0.20577681064605713,-0.13091588020324707,-0.2591424882411957,-0.1500542163848877,-0.12988251447677612,-0.31479689478874207,-0.16495633125305176,-0.4387672543525696,-0.1847725808620453,-0.509062260389328,-0.20280298590660095,-0.5721033215522766,-0.08294779062271118,-0.3538127541542053,-0.10721713304519653,-0.49919217824935913,-0.1221436858177185,-0.5904283821582794,-0.13607949018478394,-0.661687582731247,-0.033594727516174316,-0.35613495111465454,-0.04701787233352661,-0.4968110918998718,-0.058559417724609375,-0.5829734802246094,-0.0725134015083313,-0.6574781537055969,0.016082465648651123,-0.3306998610496521,0.024599015712738037,-0.4483945369720459,0.028742432594299316,-0.5248807072639465,0.028873562812805176,-0.5966512858867645
aberta,0.0,0.0,-0.08349251747131348,0.0007774829864501953,-0.15798360109329224,-0.07389521598815918,-0.21740001440048218,-0.13818925619125366,-0.27497541904449463,-0.1576409935951233,-0.13763803243637085,-0.3399149179458618,-0.17786473035812378,-0.4697803854942322,-0.19989272952079773,-0.5422828495502472,-0.2188321352005005,-0.6080837845802307,-0.08623343706130981,-0.3828238248825073,-0.11306214332580566,-0.5411204397678375,-0.1284557580947876,-0.6414059698581696,-0.1412820816040039,-0.722474992275238,-0.03270763158798218,-0.38441702723503113,-0.04597407579421997,-0.5370455384254456,-0.058744966983795166,-0.6321486234664917,-0.07348126173019409,-0.7166380286216736,0.020695269107818604,-0.3546038269996643,0.03185659646987915,-0.4820933938026428,0.037169694900512695,-0.5659080445766449,0.03781217336654663,-0.6466376483440399
aberta,0.0,0.0,-0.10110396146774292,0.004839837551116943,-0.18484771251678467,-0.08181416988372803,-0.2560805678367615,-0.15919429063796997,-0.3310452699661255,-0.18861937522888184,-0.16375666856765747,-0.3948935866355896,-0.21102982759475708,-0.5550622642040253,-0.23983508348464966,-0.6488068997859955,-0.2654991149902344,-0.7360119223594666,-0.10129308700561523,-0.44596442580223083,-0.13178390264511108,-0.6416954398155212,-0.15302005410194397,-0.7669309675693512,-0.17214277386665344,-0.8734641671180725,-0.03634023666381836,-0.4479309916496277,-0.0536423921585083,-0.6315837502479553,-0.06928908824920654,-0.7500730454921722,-0.08737456798553467,-0.8575365841388702,0.029363393783569336,-0.41212934255599976,0.04574495553970337,-0.5674678683280945,0.05475187301635742,-0.6698802709579468,0.057713866233825684,-0.7673251330852509
aberta,0.0,0.0,-0.09192866086959839,-0.00570148229598999,-0.17247506976127625,-0.08192402124404907,-0.24004685878753662,-0.1452924609184265,-0.30443286895751953,-0.16729605197906494,-0.15025192499160767,-0.35039740800857544,-0.1940867006778717,-0.49215081334114075,-0.21988731622695923,-0.5789597034454346,-0.24006682634353638,-0.6596095263957977,-0.09577572345733643,-0.3961171507835388,-0.12382209300994873,-0.572048008441925,-0.14152559638023376,-0.6825600266456604,-0.1564200520515442,-0.7763845324516296,-0.03876572847366333,-0.3970078229904175,-0.052525341510772705,-0.5648103058338165,-0.06411969661712646,-0.6676640510559082,-0.07841581106185913,-0.7630676627159119,0.019176065921783447,-0.3642197251319885,0.035882413387298584,-0.49772268533706665,0.04627382755279541,-0.5881017744541168,0.05121248960494995,-0.676578938961029
aberta,0.0,0.0,-0.08386719226837158,-0.014302372932434082,-0.16136839985847473,-0.09170490503311157,-0.22557440400123596,-0.1469671130180359,-0.2854865789413452,-0.15889567136764526,-0.13743674755096436,-0.3344852924346924,-0.1768457591533661,-0.46600544452667236,-0.19997242093086243,-0.5433312654495239,-0.2191929817199707,-0.615930050611496,-0.0871572494506836,-0.3747764825820923,-0.11133933067321777,-0.5354456901550293,-0.1258651614189148,-0.6379565298557281,-0.13913965225219727,-0.7258929908275604,-0.03454560041427612,-0.37541496753692627,-0.04785269498825073,-0.5305342674255371,-0.058186113834381104,-0.6251268684864044,-0.0719725489616394,-0.7125146090984344,0.01819300651550293,-0.3462992310523987,0.032450199127197266,-0.468645304441452,0.040934622287750244,-0.5525198876857758,0.0444563627243042,-0.6345391273498535
aberta,0.0,0.0,-0.07776319980621338,-0.01410585641860962,-0.14601412415504456,-0.07842373847961426,-0.20287272334098816,-0.13165336847305298,-0.25648224353790283,-0.15434730052947998,-0.12295886874198914,-0.3097931742668152,-0.15513867139816284,-0.4312082827091217,-0.1744781732559204,-0.5051273703575134,-0.19041147828102112,-0.5737839341163635,-0.07710319757461548,-0.34609082341194153,-0.09844261407852173,-0.49448269605636597,-0.11198991537094116,-0.5859878361225128,-0.12469810247421265,-0.6659383773803711,-0.029870212078094482,-0.34568142890930176,-0.04057830572128296,-0.4900641441345215,-0.049163818359375,-0.5747254192829132,-0.06087005138397217,-0.6536401808261871,0.018007993698120117,-0.31632864475250244,0.03283703327178955,-0.4267563223838806,0.040562450885772705,-0.5036705732345581,0.04364120960235596,-0.5790877044200897
aberta,0.0,0.0,-0.07239866256713867,-0.01856309175491333,-0.13616850972175598,-0.08291900157928467,-0.18682444095611572,-0.13662660121917725,-0.2340843677520752,-0.16119956970214844,-0.11180931329727173,-0.2957703471183777,-0.14167273044586182,-0.41049399971961975,-0.15864548087120056,-0.48316311836242676,-0.17161968350410461,-0.5495339632034302,-0.06719189882278442,-0.32794612646102905,-0.08539742231369019,-0.46818798780441284,-0.09561306238174438,-0.5562820136547089,-0.10432225465774536,-0.6313683092594147,-0.021885693073272705,-0.32590365409851074,-0.02993255853652954,-0.4597551226615906,-0.03660762310028076,-0.5399564802646637,-0.04541295766830444,-0.6129240393638611,0.023186147212982178,-0.2971399426460266,0.03905743360519409,-0.39978668093681335,0.047843873500823975,-0.47113466262817383,0.05225419998168945,-0.540442019701004
aberta,0.0,0.0,-0.06917935609817505,-0.02265465259552002,-0.1284846067428589,-0.08773595094680786,-0.1755734384059906,-0.1397697925567627,-0.2208774983882904,-0.1652122139930725,-0.10312014818191528,-0.2873592972755432,-0.13066551089286804,-0.3939793109893799,-0.1473550796508789,-0.46002715826034546,-0.16031783819198608,-0.5202101469039917,-0.061845242977142334,-0.31641846895217896,-0.07906216382980347,-0.44782328605651855,-0.08894580602645874,-0.5294366478919983,-0.0970534086227417,-0.5986124873161316,-0.019473254680633545,-0.31388264894485474,-0.02762085199356079,-0.4388699531555176,-0.03428453207015991,-0.5138955116271973,-0.04269939661026001,-0.5824730694293976,0.022855103015899658,-0.2870347499847412,0.036652445793151855,-0.384412944316864,0.044605374336242676,-0.45152461528778076,0.048855602741241455,-0.5173772275447845
aberta,0.0,0.0,-0.0652778148651123,-0.023746848106384277,-0.12068790197372437,-0.08944982290267944,-0.16595271229743958,-0.13983118534088135,-0.21057993173599243,-0.16253530979156494,-0.0979049801826477,-0.2789703607559204,-0.12459659576416016,-0.3822654187679291,-0.14020496606826782,-0.4462249279022217,-0.15213313698768616,-0.5029542148113251,-0.05787324905395508,-0.3056837320327759,-0.07389277219772339,-0.4324533939361572,-0.08296090364456177,-0.5093089640140533,-0.09068340063095093,-0.5736333429813385,-0.01669234037399292,-0.3027695417404175,-0.02436274290084839,-0.4234198331832886,-0.031193256378173828,-0.49651890993118286,-0.03973668813705444,-0.5631582140922546,0.024100780487060547,-0.27679067850112915,0.03728973865509033,-0.3702559471130371,0.04488706588745117,-0.4342437982559204,0.04888951778411865,-0.49692049622535706
